id	domain	intent	src_utt	translated-tgt_utt
4955	Console	ConsoleLS	create a file list from the path AndroidStudioProjects	stwórz listę plików z katalogu AndroidStudioProjects
4956	Console	ConsoleLS	generate a list of files from the society_of_mind	generuj listę plików w society_of_mind
4957	Console	ConsoleLS	generate a list of files from the path ulogme	generuj listę plików w ulogme
4958	Console	ConsoleLS	generate a list of files from the directory quality_estimation_0.1.3	generuj listę plików z katalogu quality_estimation_0.1.3
4959	Console	ConsoleLS	generate a file list from torch	generuj listę plików z torch
4960	Console	ConsoleLS	generate a file list from the fedex4	generuj listę plików w fedex4
4961	Console	ConsoleLS	generate a file list from the path propbank	generuj listę plików w polu propbank
4962	Console	ConsoleLS	compose a list of files from the translations	stwórz listę plików w tłumaczeniach
4963	Console	ConsoleLS	compose a list of files from the directory mixed_language_training	stwórz listę plików w katalogu mixed_language_training
4964	Console	ConsoleLS	compose a file lsit from 2003	stwórz listę plików z 2003 roku
4965	Console	ConsoleLS	compose a file lsit from the on_virtual_assistants	stwórz listę plików w on_virtual_assistants
4966	Console	ConsoleLS	retrieve files from path resources and create a list from it	pobiera pliki z zasobów ścieżki i stwórz z nich listę
4967	Console	ConsoleLS	retreive files from directory snorkel and create a list	wyciągnij pliki z snorkel i stwórz z nich listę
4968	Console	ConsoleLS	retreive files from directory dc_web_interface and create a list out of it	wyciągnij pliki z dc_web_interface i stwórz z nich listę
4969	Console	ConsoleLS	retreive files from directory rasa_project_1 and create a list from it	wyciągnij pliki z rasa_project_1 i stwórz z nich listę
4970	Console	ConsoleLS	retreive files from the rootkit and create a list out of it	wyciągnij pliki z rootkit i stwórz z nich listę
4971	Console	ConsoleLS	retreive files from the babi_plus and create a list from it	wyciągnij pliki z babi_plus i stwórz z nich listę
4972	Console	ConsoleLS	retreive files from the path siamese_mt and create a list out of it	wyciągnij pliki z siamese_mt i stwórz z nich listę
4973	Console	ConsoleLS	retreive files from the path you_query.pl and create a list from it	wyciągnij pliki z you_query.pl i stwórz z nich listę
4974	Console	ConsoleLS	retreive files from the directory Android and create a list	wyciągnij pliki z Android i stwórz z nich listę
4975	Console	ConsoleLS	retreive files from the directory qe and create a list out of it	wyciągnij pliki z qe i stwórz z nich listę
4976	Console	ConsoleLS	retreive files from the directory neural_parser and create a list from it	wyciągnij pliki z neural_parser i stwórz z nich listę
4977	Console	ConsoleLS	take files from path hackerrank and show them in a list	weź pliki z hackerrank i stwórz z nich listę
4978	Console	ConsoleLS	take files from path Duolingo_Clone add them to a list and display it	weź pliki z Duolingo_Clone dodaj je do listy i stwórz z nich listę
4979	Console	ConsoleLS	take files from directory Discord and show them	weź pliki z Discord i stwórz z nich listę
4980	Console	ConsoleLS	take files from directory polish_twitter and show them in a list	weź pliki z polish_twitter i stwórz z nich listę
4981	Console	ConsoleLS	take files from the Desktop and show them	weź pliki z pulpitu i stwórz z nich listę
4982	Console	ConsoleLS	take files from the 2010 and show them in a list	weź pliki z 2010 roku i stwórz z nich listę
4983	Console	ConsoleLS	take files from the frames add them to a list and display it	weź pliki z ramek dodaj je do listy i wyświetl je
4984	Console	ConsoleLS	take files from the path linux_4.9.9 and show them in a list	weź pliki z linux_4.9.9 i stwórz z nich listę
4985	Console	ConsoleLS	take files from the directory SST_2 and show them	weź pliki z <a>SST_2<a> i stwórz z nich listę
4986	Console	ConsoleLS	take files from the directory stanford_corenlp_full_2016_10_31 and show them in a list	weź pliki z stanford_corenlp_full_2016_10_31 i stwórz z nich listę
4987	Console	ConsoleLS	take files from the directory twitter add them to a list and display it	weź pliki z twittera dodaj je do listy i stwórz z nich listę
4988	Console	ConsoleLS	add files from directory include and show them	weź pliki z katalogu i dodaj je do listy
4989	Console	ConsoleLS	add files from the SCRNNs and create a list	weź pliki z SCRNNs i stwórz z nich listę
4990	Console	ConsoleLS	add files from the snap and add them to a list	wyciągnij pliki z snap i dodaj je do listy
4991	Console	ConsoleLS	add files from the nltk_data and show them	weź pliki z nltk_data i dodaj je do listy
4992	Console	ConsoleLS	add files from the path samsungTranslation_master and create a list	weź pliki z samsungTranslation_master i stwórz z nich listę
4993	Console	ConsoleLS	add files from the path reinforcement and show them	weź pliki z reinforcement i dodaj je do listy
4994	Console	ConsoleLS	add files from the directory 2008 and add them to a list	wyciągnij pliki z 2008 i dodaj je do listy
4995	Console	ConsoleLS	add files from the directory train_on_target and show them	weź pliki z train_on_target i dodaj je do listy
4996	Console	ConsoleLS	add all files from conda_meta and create a list	dodaj wszystkie pliki z conda_meta i stwórz z nich listę
4997	Console	ConsoleLS	add all files from node_modules and add them to a list	dodaj wszystkie pliki z node_modules i dodaj je do listy
4998	Console	ConsoleLS	add all files from path conv_result and add them to a list	dodaj wszystkie pliki z conv_result i dodaj je do listy
4999	Console	ConsoleLS	add all files from path sign_data and show them	dodaj wszystkie pliki z sign_data i stwórz z nich listę
5000	Console	ConsoleLS	add all files from directory mva_nmt and create a list	dodaj wszystkie pliki z mva_nmt i stwórz z nich listę
5001	Console	ConsoleLS	add all files from directory data_selection_metiods_for_tts and show them	dodaj wszystkie pliki z data_selection_metiods_for_tts i stwórz z nich listę
5002	Console	ConsoleLS	add all files from the testg and create a list	dodaj wszystkie pliki z testg i stwórz z nich listę
5003	Console	ConsoleLS	add all files from the pkgs and show them	dodaj wszystkie pliki z pkgs i stwórz z nich listę
5004	Console	ConsoleLS	add all files from the path signal_cli and create a list	dodaj wszystkie pliki z sygnału_cli i stwórz z nich listę
5005	Console	ConsoleLS	add all files from the path ssi and add them to a list	dodaj wszystkie pliki z ssi i dodaj je do listy
5006	Console	ConsoleLS	add all files from the path qml and show them	dodaj wszystkie pliki z qml i stwórz z nich listę
5007	Console	ConsoleLS	add all files from the directory 2007 and create a list	dodaj wszystkie pliki z katalogu 2007 i stwórz z nich listę
5008	Console	ConsoleLS	add all files from the directory quality_estimation and show them	dodaj wszystkie pliki z quality_estimation i stwórz z nich listę
5009	Console	ConsoleLS	from directory structural_probes retreive all file names	z katalogu struktural_probes retreive wszystkie nazwy plików
5010	Console	ConsoleLS	from directory brat_v1.3_Crunchy_Frog create file list	z katalogu brat_v1.3_Crunchy_Frog stwórz listę plików
5011	Console	ConsoleLS	from directory condabin create list of files	z katalogu condabin stwórz listę plików
5012	Console	ConsoleLS	from directory web.pl create a file list	stwórz listę plików z katalogu web.pl
5013	Console	ConsoleLS	from directory content create a list of files	z zawartości katalogu stwórz listę plików
5014	Console	ConsoleLS	from the path 1991 create file list	stwórz listę plików z katalogu 1991
5015	Console	ConsoleLS	from the path ipd_ocena_srodokresowa create list of files	stwórz listę plików z katalogu ipd_ocena_srodokresowa
5016	Console	ConsoleLS	from the path what_is_translation create a list of files	stwórz listę plików z katalogu what_is_translation
5017	Console	ConsoleLS	from the directory phrasebooks create file list	z katalogu phrasebooks stwórz listę plików
5018	Console	ConsoleLS	from the directory lstm_char_cnn_pull create list of files	z katalogu lstm_char_cnn_pull stwórz listę plików
5019	Console	ConsoleLS	from the directory babi_tools create a file list	z katalogu babi_tools stwórz listę plików
5020	Console	ConsoleLS	from the directory 2020_raport_dla_ministerstwa create a list of files	z katalogu 2020_raport_dla_ministerstwa stwórz listę plików
5021	Console	ConsoleMV	move directory from ./lstm-char-cnn/data/ptb/word-small to path ./pytorch/aten/src/ATen/native/sparse/cuda	przenieś katalog z <a>lstm-char-cnn/data/ptb/word-small do ścieżki./pytorch/aten/src/ATen/native/sparse/cuda
5022	Console	ConsoleMV	move directory from ./OmegaT_5.2.0_Beta_Linux_64/docs/ia/images to directory ./OmegaT_4.1.5_04_Beta_Linux_64/docs/sv/images	przenieś katalog z./OmegaT_5.2.0_Beta_Linux_64/docs/ia/images do katalogu./OmegaT_4.1.5_04_Beta_Linux_64/docs/sv/images
5023	Console	ConsoleMV	move path from ./hode/earlier-work/Rslt/ancient to ./srilm/lm/obj/i686-m64	przenieś plik <b>hode/earlier-work/Rslt/ancient do ścieżki./srilm/lm/obj/i686-m64
5024	Console	ConsoleMV	move path from ./ParlAI/parlai/pycache to ./JNN/src/jnn	przenieś plik <a>ParlAI/parlai/pycache do ścieżki.JNN/src/jnn
5025	Console	ConsoleMV	move path from ./ParlAI/parlai/agents/legacy_agents/memnn to path ./OmegaT_4.1.5_04_Beta_Source/docs/hr/images	przenieś plik <beta_Source/docs/hr/images<b> z./ParlAI/parlai/agents/legacy_agents/memnn do ścieżki./OmegaT_4.1.5_04_Beta_Source/docs/hr/images
5026	Console	ConsoleMV	move path from ./android-studio-3.6/plugins/terminal/fish to path ./android-studio/jre/legal/java.sql.rowset	przenieś plik <b>android-studio-3.6/plugins/terminal/fish do ścieżki./android-studio/jre/legal/java.sql.rowset
5027	Console	ConsoleMV	move path from ./pytorch/docker/caffe2/jenkins to directory ./android-studio-3.6/jre/bin	przenieś katalog z./pytorch/docker/caffe2/jenkins do ścieżki./android-studio-3.6/jre/bin
5028	Console	ConsoleMV	move path from ./freeplane-1.6.14/resources/ortho to directory ./hode/Hode/UI/IUtil	przenieś katalog z./freeplane-1.6.14/resources/ortho do ścieżki./hode/Hode/UI/IUtil
5029	Console	ConsoleMV	move my from ./ParlAI/parlai/agents/unigram to ./linux-4.9.9/Documentation/zh_CN/arm64	przenieś mi plik <a>ParlAI/parlai/agents/unigram do <a>linux-4.9.9/Documentation/zh_CN/arm64
5030	Console	ConsoleMV	move my from ./OmegaT_4.1.5_04_Beta_Linux_64/docs/el to directory ./pytorch/torch/lib/THD/process_group	przenieś mi katalog z </OmegaT_4.1.5_04_Beta_Linux_64/docs/el do ścieżki./pytorch/torch/lib/THD/process_group
5031	Console	ConsoleMV	move my file from ./android-studio-3.6/plugins/android/lib/jps to ./ParlAI/parlai/tasks/decanlp	przenieś plik z./android-studio-3.6/plugins/android/lib/jps do./ParlAI/parlai/tasks/decanlp
5032	Console	ConsoleMV	move my file from ./android-studio-4.1/plugins to path ./brat-v1.3_Crunchy_Frog/server/src	przenieś plik z./android-studio-4.1/plugins do ścieżki./brat-v1.3_Crunchy_Frog/server/src
5033	Console	ConsoleMV	move my file from ./android-studio/jre/lib/server to directory ./android-studio/jre/legal/java.security.jgss	przenieś plik z./android-studio/jre/lib/server do./android-studio/jre/legal/java.security.jgss
5034	Console	ConsoleMV	move my file from ./linux-4.9.9/Documentation/arm/Marvell to directory ./linux-4.9.9/Documentation/arm64	przenieś plik z <a>linux-4.9.9/Documentation/arm/Marvell do ścieżki./linux-4.9.9/Documentation/arm64
5035	Console	ConsoleMV	move my directory from ./pytorch/docs/source/_static to ./android-studio/jre/legal/java.net.http	przenieś mi katalog z./pytorch/docs/source/_static do./android-studio/jre/legal/java.net.http
5036	Console	ConsoleMV	move my directory from ./linux-4.9.9/drivers/net/wireless/realtek/rtlwifi to path ./sentence-correctnes	przenieś mi katalog z <b>linux-4.9.9/drivers/net/wireless/realtek/rtlwifi do ścieżki/sentence-correctnes.
5037	Console	ConsoleMV	move my directory from ./pytorch/caffe2/contrib/shm_mutex to path ./android-studio-4.1/plugins/android-apk	przenieś mi katalog z./pytorch/caffe2/contrib/shm_mutex do ścieżki./android-studio-4.1/plugins/android-apk
5038	Console	ConsoleMV	move my directory from ./linux-4.9.9/Documentation/ioctl to directory ./linux-4.9.9/Documentation/bus-devices	przenieś katalog z./linux-4.9.9/Documentation/ioctl do ścieżki./linux-4.9.9/Documentation/bus-devices
5039	Console	ConsoleMV	move my directory from ./OmegaT_4.1.5_04_Beta_Linux_64/jre/lib/amd64 to directory ./OmegaT_5.2.0_Beta_Linux_64/docs/be/images	przenieś mi katalog z./OmegaT_4.1.5_04_Beta_Linux_64/jre/lib/amd64 do <a>OmegaT_5.2.0_Beta_Linux_64/docs/be/images
5040	Console	ConsoleMV	move my path from ./android-studio/plugins/git4idea to ./cs231n/assignment1	przenieś mi plik z./android-studio/plugins/git4idea do ścieżki./cs231n/assignment1
5041	Console	ConsoleMV	move my path from ./linux-4.9.9/Documentation/zh_CN/video4linux to directory ./android-studio/plugins/stream-debugger/lib	przenieś mi katalog z./linux-4.9.9/Documentation/zh_CN/video4linux do ścieżki./android-studio/plugins/stream-debugger/lib
5042	Console	ConsoleMV	move my path from ./GAN-NMT/nmtpy/nmtpy/iterators to directory ./linux-4.9.9/Documentation/devicetree/bindings/pci	przenieś mi katalog z./GAN-NMT/nmtpy/nmtpy/iterators do ścieżki./linux-4.9.9/Documentation/devicetree/bindings/pci
5043	Console	ConsoleMV	move for me from ./pytorch/caffe2/python/mint to ./android-studio/plugins/properties/lib	przenieś mi z./pytorch/caffe2/python/mint do./android-studio/plugins/properties/lib
5044	Console	ConsoleMV	move for me from ./android-studio/jre/legal/jdk.internal.ed to ./pytorch/torch/csrc/autograd	przenieś mi z./android-studio/jre/legal/jdk.internal.ed do./pytorch/torch/csrc/autograd
5045	Console	ConsoleMV	move for me from ./srilm/lm/test/tests/ngram-interpolate to path ./OmegaT_4.1.5_04_Beta_Linux_64/docs/da	przenieś mi plik <beta_Linux_64/docs/da<b> z./srilm/lm/test/tests/ngram-interpolate do ścieżki./OmegaT_4.1.5_04_Beta_Linux_64/docs/da
5046	Console	ConsoleMV	move for me from ./android-studio-3.6/bin/lldb/lib/python2.7/json to path ./OmegaT_4.1.5_04_Beta_Source/test/data/xml	przenieś mi plik <beta_Source/test/data/xml<b> z./android-studio-3.6/bin/lldb/lib/python2.7/json do ścieżki./OmegaT_4.1.5_04_Beta_Source/test/data/xml
5047	Console	ConsoleMV	move for me from ./linux-4.9.9/Documentation/80211 to directory ./android-studio-4.1/plugins/platform-images/lib	przenieś mi katalog z </linux-4.9.9/Documentation/80211<a> do <a>android-studio-4.1/plugins/platform-images/lib
5048	Console	ConsoleMV	move for me from ./android-studio-4.1/plugins/vcs-changeReminder/lib to directory ./JNN/src/org/nd4j/linalg/ops	przenieś mi katalog z./android-studio-4.1/plugins/vcs-changeReminder/lib do./JNN/src/org/nd4j/linalg/ops
5049	Console	ConsoleMV	move for me file from ./android-studio/plugins/configurationScript to ./write-a-strace-and-gdb/mystrace	do <a>write-a-strace-and-gdb/mystrace<a> przenieś mi plik <a>android-studio/plugins/configurationScript<a>
5050	Console	ConsoleMV	move for me file from ./ParlAI/parlai/tasks/narrative_qa to ./linux-4.9.9/Documentation/arm/stm32	do <a>linux-4.9.9/Documentation/arm/stm32<a> przenieś mi plik <a>ParlAI/parlai/tasks/narrative_qa to.
5051	Console	ConsoleMV	move for me file from ./OmegaT_4.1.5_04_Beta_Linux_64/docs/it/images to path ./pytorch/docker/caffe2/ubuntu-14.04-cpu-minimal	przenieś mi plik z </OmegaT_4.1.5_04_Beta_Linux_64/docs/it/images do ścieżki./pytorch/docker/caffe2/ubuntu-14.04-cpu-minimal
5052	Console	ConsoleMV	move for me file from ./gf-tutorial to path ./OmegaT_5.2.0_Beta_Linux_64/docs/el/images	przenieś mi plik z./gf-tutorial do ścieżki./OmegaT_5.2.0_Beta_Linux_64/docs/el/images
5053	Console	ConsoleMV	move for me file from ./JNN/src/jnn/functions/nonparametrized to directory ./srilm/man/man7	przenieś mi katalog z </JNN/src/jnn/functions/nonparametrized to <a>srilm/man/man7<a>
5054	Console	ConsoleMV	move for me directory from ./linux-4.9.9/drivers/net/wireless/atmel to ./android-studio-3.6/plugins/Groovy/lib	przenieś mi katalog z./linux-4.9.9/drivers/net/wireless/atmel do./android-studio-3.6/plugins/Groovy/lib
5055	Console	ConsoleMV	move for me directory from ./pytorch/caffe2/core/nomnigraph/include to ./signal-cli/data	przenieś mi katalog z./pytorch/caffe2/core/nomnigraph/include do./signal-cli/data
5056	Console	ConsoleMV	move for me directory from ./android-studio/plugins/repository-search to path ./ParlAI/parlai/messenger/tasks/chatbot	przenieś mi katalog z./android-studio/plugins/repository-search do ścieżki./ParlAI/parlai/messenger/tasks/chatbot
