id	domain	intent	src_utt	translated-tgt_utt	eval_text_translation
12991	Weather	OpenWeather	check what's the weather outside	sprawdź pogodę	0
13004	Weather	OpenWeather	what 's the humidity right now	jaka jest teraz wilgotność	1
12998	Weather	OpenWeather	do i need raincoat today	czy potrzebuję dzisiaj płaszcza	1
12993	Weather	OpenWeather	check what's the temperature outside	sprawdź pogodę	0
13001	Weather	OpenWeather	is it going to rain today	czy będzie dzisiaj padać	1
12990	Weather	OpenWeather	check what's the weather	sprawdź pogodę	1
13006	Weather	OpenWeather	is it windy now	czy jest teraz wietrznie	1
15606	Wikipedia	OpenWikipedia	display wikipedia pages	wyświetl stronę na wikipedii	0
15609	Wikipedia	OpenWikipedia	brows with copaedia pages	przeglądarka stron copaedia	0
15618	Wikipedia	OpenWikipedia	i want to learn something new	chcę się czegoś nowego dowiedzieć	1
15607	Wikipedia	OpenWikipedia	browse wiki definition	przeglądaj stronę na wiki	0
15617	Wikipedia	OpenWikipedia	i want to learn something	chcę się czegoś dowiedzieć	1
15610	Wikipedia	OpenWikipedia	browse wikipedia pages	przeglądaj strony na wikipedii	1
15608	Wikipedia	OpenWikipedia	browse wikipedia	przeglądaj wikipedii	0
15602	Wikipedia	OpenWikipedia	show me wiki definition	wyświetl stronę na wikipedii	0
15612	Wikipedia	OpenWikipedia	find wikipedia definition	poszukaj tego na wikipedii	1
15613	Wikipedia	OpenWikipedia	i need to research that	muszę to zbadać	1
16300	Youtube	OpenYT	open youtube	otwórz youtube	1
16302	Youtube	OpenYT	show me something on youtube	pokaż mi coś na youtube	1
16301	Youtube	OpenYT	run youtube	otwórz youtube	0
9731	Spotify	Pause	pause that track	wstrzymaj ten utwór	1
9740	Spotify	Pause	press resume on this track	naciśnij przycisk powtórz	1
9733	Spotify	Pause	stop that song	zatrzymaj tę piosenkę	1
9753	Spotify	Pause	click pause on this song	naciśnij przycisk pause	0
9756	Spotify	Pause	click pause on that track	naciśnij przycisk pause	0
9746	Spotify	Pause	push pause on that track	zapauzuj utwór	1
9751	Spotify	Pause	push repeat on that song	powtórz tę piosenkę	1
9759	Spotify	Pause	click resume on that track	naciśnij przycisk powtórz	1
9735	Spotify	Pause	play further that song	zagraj jeszcze raz tę piosenkę	0
9752	Spotify	Pause	push repeat on that track	powtórz ten utwór	1
9779	Spotify	PlayAlbumOfTypeByArtist	play an album somebody else's song by teamheadkick on spotify	odtwarzaj album someone else's song od teamheadkick	1
9796	Spotify	PlayAlbumOfTypeByArtist	listen to a long play purple mountains by tamta on spotify	słuchaj długiej odtwarzania purple mountains od tamta	0
9765	Spotify	PlayAlbumOfTypeByArtist	play the long play year one demos by tracey thorn	graj long play year one demos autorstwa tracey thorn	1
9801	Spotify	PlayAlbumOfTypeByArtist	listen to an lp all mirrors by la sonrisa de julia on spotify	słuchaj lp all mirrors od la sonrisa de julia	1
9811	Spotify	PlayAlbumOfTypeByArtist	i want to hear a lp nothing great about britain by sacred oath on spotify	chcę posłuchać nic wielkiego o brytanii autorstwa sacred oath na spotify	0
9776	Spotify	PlayAlbumOfTypeByArtist	play an lp face stabber by tim deluxe	graj lp face stabber tim deluxe	0
9792	Spotify	PlayAlbumOfTypeByArtist	listen to a lp the undivided five by remember venice	słuchaj lp the univided five by remembered venice	0
9770	Spotify	PlayAlbumOfTypeByArtist	play the album the dial by kish	graj album the dial by kish	0
9800	Spotify	PlayAlbumOfTypeByArtist	listen to an album have we meet by bonanza banzai on spotify	słuchaj albumu którego poznałam bonanza banzai	0
9808	Spotify	PlayAlbumOfTypeByArtist	i want to hear a lp rare by julien mier	chcę posłuchać bardzo rzadki julien mier	0
9843	Spotify	PlayPlaylist	listen to my playlist cold breeze on spotify	posłuchaj mojej playlisty cold breeze	1
9839	Spotify	PlayPlaylist	play a starting lineup playlist	graj pierwszą playlistę	0
9824	Spotify	PlayPlaylist	play the playlist mixtape	graj playlistę mixtape	1
9826	Spotify	PlayPlaylist	play the playlist everyday shit on spotify	odtwarzaj playlistę everyday shit na spotify	1
9835	Spotify	PlayPlaylist	play a playlist big blend on spotify	odtwarzaj playlistę big blend na spotify	1
9827	Spotify	PlayPlaylist	play the playlist need to breathe on spotify	odtwarzaj playlistę need to breathe na spotify	1
9822	Spotify	PlayPlaylist	play bittersweet memories playlist	graj playlistę bittersweet memories	1
9845	Spotify	PlayPlaylist	listen to global music playlist	posłuchaj globalnej playlisty	1
9850	Spotify	PlayPlaylist	start my playlist twerk anthems on spotify	wystartują moją playlistę twerk anthems na spotify	0
9823	Spotify	PlayPlaylist	play changing seasons playlist on spotify	odtwarzaj playlistę changing seasons na spotify	1
9950	Spotify	PlaySong	play a song order what u want	graj zamówienie piosenki czego chcesz	0
9957	Spotify	PlaySong	turn on blues dingue	włącz blues dingue	1
9944	Spotify	PlaySong	play the song cebe and me	graj piosenkę cebe and me	1
9985	Spotify	PlaySong	it's time to play lemon demon bad idea	odtwarzaj piosenkę lemon demon bad idea	1
9967	Spotify	PlaySong	i want to listen to naar de dierentuin	chcę posłuchać naar de dierentuin	1
9948	Spotify	PlaySong	play the song ascension of the vile on spotify	odtwarzaj piosenkę ascension of the villa na spotify	1
9975	Spotify	PlaySong	let's hear complacent yet anxious	posłuchajmy narzekającego jak i zdenerwowanego	0
9962	Spotify	PlaySong	listen to high school nightmare on spotify	posłuchaj koszmarów liceum na spotify	0
9952	Spotify	PlaySong	play a song quando mi vieni a prendere?	graj piosenkę kiedy mi vieni a prendere?	0
9956	Spotify	PlaySong	turn on der gehenkte	włącz der gehenkte	1
9855	Spotify	PlaySongByArtist	play the song shine 2001 by mike scott on spotify	odtwarzaj piosenkę shine 2001 od mike scott	1
9873	Spotify	PlaySongByArtist	play cooltide by ms. sancha on spotify	odtwarzaj cooltide od ms. sancha	0
9890	Spotify	PlaySongByArtist	i want to listen to paris latino by neverne bebe	chcę posłuchać paris latino by neverne bebe	0
9882	Spotify	PlaySongByArtist	play the song i got an erection by the secrets on spotify	odtwarzaj piosenkę i got an erection by the secrets na spotify	0
9926	Spotify	PlaySongByArtist	on spotify play tru 2 life playas by civil war	odtwarzaj tru 2 life playas by civil war	0
9910	Spotify	PlaySongByArtist	i want to hear bir umut by aspirante on spotify	chcę posłuchać bir umut przez aspirante na spotify	0
9916	Spotify	PlaySongByArtist	i want to hear res dig upp by da vinci's notebook	chcę usłyszeć dmuchawce latawce wiatr da vinci	0
9917	Spotify	PlaySongByArtist	i want to hear legoland 3 by mix machine	chcę posłuchać legoland 3 mix machine	0
9906	Spotify	PlaySongByArtist	i want to listen to insult to injury by theo maassen on spotify	chcę posłuchać obrażeń injury theo maassen na spotify	0
9856	Spotify	PlaySongByArtist	play the song electric between us by gilles brown on spotify	odtwarzaj piosenkę electric between us od gilles brown	1
6978	Facebook	PostPicture	ost my picture to faspe	ostz mój autoportret i umieść go na faspie	0
6976	Facebook	PostPicture	post a picture to my facebook	prześlij foty na mojego facebooka	1
6991	Facebook	PostPicture	disclose this picture on my facebook	wyłącz zdjęcie na mojego facebooka	0
7006	Facebook	PostPicture	everyone was asking me to share that photo	wszyscy poprosili mnie o podzielenie tego zdjęcia	0
6985	Facebook	PostPicture	add my picture on facebook	dodaj zdjęcie na mojego facebooka	1
6992	Facebook	PostPicture	disclose that picture on facebook	wyłącz zdjęcie na facebooka	0
7003	Facebook	PostPicture	i look good on that picture so share it with others	świetnie wyglądam na to zdjęcie i dzielę to z innymi	0
6982	Facebook	PostPicture	upload my picture to facebook	prześlij zdjęcie na mojego facebooka	0
6994	Facebook	PostPicture	show my family this picture	pokaż mi to zdjęcie mojej rodziny	0
6988	Facebook	PostPicture	publish a picture on my facebook	opublikuj foty na facebook	1
6793	Facebook	PostPictureWithCaption	show my family that picture that i captioned with trevor kotschevar	pokaż mi zdjęcie mojej rodziny które podpisałem z trevorem kotschevarem	1
6749	Facebook	PostPictureWithCaption	upload that picture with caption in bruington on facebook	prześlij zdjęcie z podpisem na bruington na facebooka	1
6791	Facebook	PostPictureWithCaption	show my family this picture that i captioned with jenny luczkowiak	pokaż mi zdjęcie mojej rodziny które zrobiłem jenny luczkowiak	0
6770	Facebook	PostPictureWithCaption	publish that picture on facebook with caption with priscilla	opublikuj zdjęcie na facebooka z podpisem priscilla	0
6765	Facebook	PostPictureWithCaption	put a picture with caption with karrie on facebook	umieść zdjęcie z podpisem z karrie na facebooka	1
6761	Facebook	PostPictureWithCaption	add this picture on facebook with caption with marcie brumer	dodaj to zdjęcie na facebooka z podpisem marcie brumer	1
6748	Facebook	PostPictureWithCaption	post a picture on facebook with caption with russell chillo	prześlij zdjęcie na facebooka z podpisem russell chillo	1
6771	Facebook	PostPictureWithCaption	publish a picture with caption with troy mcivor on facebook	opublikuj zdjęcie z podpisem troy mcivor na facebooka	1
6742	Facebook	PostPictureWithCaption	post a picture on facebook with caption sweet	prześlij zdjęcie na facebooka z podpisem słodko	1
6778	Facebook	PostPictureWithCaption	send a picture with caption with sarah on facebook	prześlij foty z podpisem z sarah na facebooka	1
6932	Facebook	PostPictureWithUrl	publish url bit.ly/C4VaE3L to my facebook	opublikuj url bit.ly/C4VaE3L na facebooka	0
6973	Facebook	PostPictureWithUrl	show that url to family	pokaż ten adres url dla rodziny	0
6913	Facebook	PostPictureWithUrl	post link bit.ly/qQpon on facebook	prześlij link bit.ly/qQpon na facebooka	1
6943	Facebook	PostPictureWithUrl	put a link imgur.com/zka5A to my facebook	daj link imgur.com/zka5A na facebooka	0
6933	Facebook	PostPictureWithUrl	publish 9gag.com/MqM5f to facebook	opublikuj 9gag.com/MqM5f na facebooka	1
6958	Facebook	PostPictureWithUrl	show this link to my facebook followers	pokaż ten link dla moich followersów na facebooku	0
6912	Facebook	PostPictureWithUrl	post imgur.com/ev6jO on facebook	prześlij link imgur.com/ev6jO na facebooka	1
6971	Facebook	PostPictureWithUrl	show that link to my friends	pokaż ten link do moich przyjaciół	0
6947	Facebook	PostPictureWithUrl	show this url to my friends	pokaż ten adres url dla moich przyjaciół	0
6962	Facebook	PostPictureWithUrl	show this url to everybody	pokaż tego adresu	0
6822	Facebook	PostPictureWithUrlAndWithCaption	upload link to photo 9gag.com/Sazaf on my facebook with caption with donna stire	upload link <a>9gag.com/Sazaf<a> na fejsa z podpisem z donna stire	1
6798	Facebook	PostPictureWithUrlAndWithCaption	post link to photo bit.ly/6myaj8z on facebook with caption in tres piedras	prześlij url bit.ly/6myaj8z na facebooka z opisem w treści pisząc	0
6905	Facebook	PostPictureWithUrlAndWithCaption	show cutt.ly/cokDO link to friends and caption it in cotopaxi	pokaż cutt.ly/cokDO dla przyjaciół i podpisuj w cotopaxi	0
6824	Facebook	PostPictureWithUrlAndWithCaption	upload picture cutt.ly/sOgBt on facebook with caption with nathan mcclenic	upload zdjęcie cutt.ly/sOgBt na facebooka z podpisem nathan mcclenic	1
6865	Facebook	PostPictureWithUrlAndWithCaption	put picture tinyurl.com/KfklL on facebook with caption with april	umieść zdjęcie tinyurl.com/KfklL na facebooka z podpisem kwietnia	0
6845	Facebook	PostPictureWithUrlAndWithCaption	publish link to photo imgur.com/Fn1Zw on facebook with caption with lewis	opublikuj link imgur.com/Fn1Zw na facebooka z podpisem z lewisem	0
6867	Facebook	PostPictureWithUrlAndWithCaption	put link to picture 9gag.com/KYsQT on facebook with caption smile	umieść link <a>9gag.com/KYsQT<a> na facebooka z podpisem uśmiech	0
6849	Facebook	PostPictureWithUrlAndWithCaption	publish picture bit.ly/EwAwu on facebook with caption with simone	opublikuj zdjęcie bit.ly/EwAwu na facebooka z podpisem	0
6851	Facebook	PostPictureWithUrlAndWithCaption	publish link to picture bit.ly/DGSFh on my facebook with caption with mehitable	opublikuj link bit.ly/DGSFh na facebooka z podpisem	0
6825	Facebook	PostPictureWithUrlAndWithCaption	upload picture tinyurl.com/UF0sd on my facebook with caption with moira	upload zdjęcie tinyurl.com/UF0sd na facebooka z opisem na moira	0
7049	Facebook	PostStatus	update facebook wall saying it is not possible to have both things	zaktualizuj ścianę facebooka mówiąc, że nie można mieć obu rzeczy	1
7050	Facebook	PostStatus	update facebook wall saying we went to the restaurant and ate pasta	zaktualizuj ścianę facebooka mówiąc że poszliśmy do restauracji i zjadliśmy makaron	0
7025	Facebook	PostStatus	write on facebook why did she not speak yesterday	napisz na facebooka dlaczego nie rozmawiała wczoraj	1
7071	Facebook	PostStatus	notify everybody about yesterday i spoke with my brother	powiadom wszystkich o wczorajszej rozmowie z bratem	1
7012	Facebook	PostStatus	write post i do not eat chicken because i want fish on facebook	napisz post że nie zjadę kurczaka ponieważ chcę ryby na fejsie	0
7038	Facebook	PostStatus	create a new message about she eats chicken but does not eat fish on facebook	stwórz nową wiadomość o tym że ona jedzie kurczaka ale nie jedzie ryb na fejsie	0
7045	Facebook	PostStatus	create a new post about the season is from february to march on facebook	stwórz nowy post o sezonie od lutego do marca na fejsie	1
7015	Facebook	PostStatus	post a status the colonel talks with the soldiers on facebook	prześlij status pułkownika i jego żołnierzy na facebooka	0
7016	Facebook	PostStatus	post a status yes we have determined something on facebook	zapostuj status tak że zdecydowaliśmy się na coś na facebooku	0
7055	Facebook	PostStatus	update my facebook wall saying i cannot have scissors in my bag	zaktualizuj mój mur na facebooku mówiąc że nie mogę mieć w sobie szwy	0
7534	Instagram	PostWithLastPictureWithLocationAndWithHashtag	create a new post on instagram with the last photo from gallery adding amaro filter	zrób nowy post na instagramie z ostatniego zdjęcia z galerii i dodaj filtr amaro	1
7539	Instagram	PostWithLastPictureWithLocationAndWithHashtag	create a new post on insta with the last photo from gallery and add newpalette hashtag	zrób nowy post na instagramie z ostatniego zdjęcia z galerii i dodaj hashtag newpalette	1
7525	Instagram	PostWithLastPictureWithLocationAndWithHashtag	make a new post on insta with the last photo from gallery adding fitspo hashtag	zrób nowy post na instagramie z ostatniego zdjęcia z galerii i dodaj hashtag fitspo	1
7516	Instagram	PostWithLastPictureWithLocationAndWithHashtag	make a post on insta with the last photo from gallery and add resinjewelry hashtag	zrób post na instagrama z ostatniego zdjęcia z galerii i dodaj hashtag resinjewelry	1
