id	domain	intent	src	src_bio	src_xml	translated-tgt_xml	translated-tgt_plain_post	eval_text_translation	eval_slot_translation
16223	Youtube	FindQuery	play a video matching the weekend on youtube	o o o o b-query i-query o o	play a video matching <a>the weekend<a> on youtube	odtwórz wideo które pasuje do <a>weekendu<a> na youtube	odtwórz wideo które pasuje do weekendu na youtube	0	1
16221	Youtube	FindQuery	search for versace on the floor videos on youtube	o o b-query i-query i-query i-query o o o	search for <a>versace on the floor<a> videos on youtube	wyszukaj wideo opublikowane <a>versace on the floor<a> na youtube	wyszukaj wideo opublikowane versace on the floor na youtube	1	1
16248	Youtube	FindQuery	show me trending video of singer video on youtube	o o b-query i-query i-query i-query o o o	show me <a>trending video of singer<a> video on youtube	pokaż mi <a>popularne wideo wokalisty<a> na youtube	pokaż mi popularne wideo wokalisty na youtube	0	0
16175	Youtube	FindQueryOnChannel	display me videos from entertaining ideas matching audiobook on youtube	o o o o b-channel_id i-channel_id o b-query o o	display me videos from <a>entertaining ideas<a> matching <b>audiobook<b> on youtube	pokaż mi wideo opublikowane <a>entertaining ideas<a> pasujące do <b>sikam szampan<b> na youtube	pokaż mi wideo opublikowane entertaining ideas pasujące do sikam szampan na youtube	0	0
16177	Youtube	FindQueryOnChannel	tisplain me vitios published by roblocks you tobe name ideas matching how to take a part a ceiling fannon you to	o o o o o o o o o o o o o o o o o o o o o	tisplain me vitios published by roblocks you tobe name ideas matching how to take a part a ceiling fannon you to	tisplain me vitios opublikowane roblocks you tobe ideas pasujące do tego jak wziąć udział w imprezie fannon	tisplain me vitios opublikowane roblocks you tobe ideas pasujące do tego jak wziąć udział w imprezie fannon	0	1
16132	Youtube	FindQueryOnChannel	show me videos from play and go matching keyboard adapter on youtube	o o o o b-channel_id i-channel_id i-channel_id o b-query i-query o o	show me videos from <a>play and go<a> matching <b>keyboard adapter<b> on youtube	pokaż mi wideo z kanału <a>play and go<a> które pasuje do <b>after<b> na youtube	pokaż mi wideo z kanału play and go które pasuje do after na youtube	0	0
16126	Youtube	FindQueryOnChannel	find me a video from hilarious videos matching videos of french bulldogs on youtube	o o o o o b-channel_id i-channel_id o b-query i-query i-query i-query o o	find me a video from <a>hilarious videos<a> matching <b>videos of french bulldogs<b> on youtube	znajdź mi filmy z <a>hilarious videos<a> które pasuje do <b>na zywo<b> na youtube	znajdź mi filmy z hilarious videos które pasuje do na zywo na youtube	0	0
16196	Youtube	FindQueryOnChannel	i want to see f150 "spark plugs" videos from tickle me funny	o o o o o o o o o o o o 	i want to see f150 "spark plugs" videos from tickle me funny	chcę zobaczyć wideo z kanału f150 "spark plugs " od tickle me funny	chcę zobaczyć wideo z kanału f150 "spark plugs " od tickle me funny	0	1
16179	Youtube	FindQueryOnChannel	look for a video from our fam weekly matching easy paper airplane on youtube	o o o o o b-channel_id i-channel_id i-channel_id o b-query i-query i-query o o	look for a video from <a>our fam weekly<a> matching <b>easy paper airplane<b> on youtube	poszukaj film z kanału <a>our fam weekly<a> pasujące do <b>pola<b> na youtube	poszukaj film z kanału our fam weekly pasujące do pola na youtube	0	0
16125	Youtube	FindQueryOnChannel	find videos published by volunteervacationers matching hip hop playlist 2017 on youtube	o o o o b-channel_id o b-query i-query i-query i-query o o	find videos published by <a>volunteervacationers<a> matching <b>hip hop playlist 2017<b> on youtube	znajdź mi filmiki opublikowane kanału <a>volunteervacationers<a> pasujące do <b>piosenka<b> na youtube	znajdź mi filmiki opublikowane kanału volunteervacationers pasujące do piosenka na youtube	0	0
16197	Youtube	FindQueryOnChannel	i want to see asap rocky movies from yash raj films	o o o o b-query i-query o o b-channel_id i-channel_id i-channel_id	i want to see <b>asap rocky<b> movies from <a>yash raj films<a>	chcę obejrzeć filmy <b>asap rocky<b> z <a>yash raj films<a>	chcę obejrzeć filmy asap rocky z yash raj films	1	1
16121	Youtube	FindQueryOnChannel	find me videos published by sassy me matching experiences of conjoined twins on youtube	o o o o o b-channel_id i-channel_id o b-query i-query i-query i-query o o	find me videos published by <a>sassy me<a> matching <b>experiences of conjoined twins<b> on youtube	znajdź mi filmiki z kanału <a>sassy me<a> pasujące do <b>ybn nahmir<b> na youtube	znajdź mi filmiki z kanału sassy me pasujące do ybn nahmir na youtube	0	0
16185	Youtube	FindQueryOnChannel	look for videos published by touristytraveler matching what ifs by kane brown on youtube	o o o o o b-channel_id o b-query i-query i-query i-query i-query o o	look for videos published by <a>touristytraveler<a> matching <b>what ifs by kane brown<b> on youtube	wyszukaj film opublikowane kanału <a>touristytraveler<a> pasujące do <b>daj to głośniej<b> na youtube	wyszukaj film opublikowane kanału touristytraveler pasujące do daj to głośniej na youtube	0	0
12830	Twitter	FollowUser	what francheska28 have said lately	o b-username o o o	what <a>francheska28<a> have said lately	co powiedziała ostatnio <a>francheska28<a>	co powiedziała ostatnio francheska28	1	1
12818	Twitter	FollowUser	become a twitter follower of john ordickable	o o o o o b-username b-name	become a twitter follower of <b>john<b> <a>ordickable<a>	zostań followerem twittera do <a>jana<a> <b>ordickable<b>	zostań followerem twittera do jana ordickable	0	1
12826	Twitter	FollowUser	subscribe to xxlucyh on twitter	o o b-username o o	subscribe to <a>xxlucyh<a> on twitter	subskrybuj <a>xxlucyh<a> na twitterze	subskrybuj xxlucyh na twitterze	1	1
12825	Twitter	FollowUser	subscribe to rahulsah on twitter	o o b-username o o	subscribe to <a>rahulsah<a> on twitter	zapisz subskrypcję do <a>rahulsah<a> na twitterze	zapisz subskrypcję do rahulsah na twitterze	1	1
12823	Twitter	FollowUser	notify me about recent changes on nestasw twitter	o o o o o o b-username o	notify me about recent changes on <a>nestasw<a> twitter	powiadom mnie o ostatnich zmianach na twitterze <a>nestasw<a>	powiadom mnie o ostatnich zmianach na twitterze nestasw	1	1
12827	Twitter	FollowUser	subscribe to valovanity on twitter	o o b-username o o	subscribe to <a>valovanity<a> on twitter	subskrybuj <a>valovanity<a> na twitterze	subskrybuj valovanity na twitterze	1	1
12828	Twitter	FollowUser	be a twitter follower of k2daia	o o o o o b-username	be a twitter follower of <a>k2daia<a>	bądź obserwatorem twittera dla <a>k2daia<a>	bądź obserwatorem twittera dla k2daia	0	1
12824	Twitter	FollowUser	subscribe morefeen on twitter	o b-username o o	subscribe <a>morefeen<a> on twitter	zapisz <a>morefeen<a> na twitterze	zapisz morefeen na twitterze	0	1
12832	Twitter	FollowUser	i'd like to listen to christastique	o o o o o b-username	i'd like to listen to <a>christastique<a>	chcę posłuchać <a>christastique<a>	chcę posłuchać christastique	1	1
12817	Twitter	FollowUser	follow emilyclaiborne on twitter	o b-username o o	follow <a>emilyclaiborne<a> on twitter	obserwuj <a>emilyclaiborne<a> na twitterze	obserwuj emilyclaiborne na twitterze	1	1
3380	Airconditioner	GetHumidity	i feel that it is too dry	o o o o o o o	i feel that it is too dry	czuję, że jest za sucho	czuję, że jest za sucho	1	1
3370	Airconditioner	GetHumidity	show me the humidity level	o o o o o	show me the humidity level	pokaż mi jaki jest poziom wilgotności	pokaż mi jaki jest poziom wilgotności	1	1
3374	Airconditioner	GetHumidity	tell me what's the humidity level	o o o o o o	tell me what's the humidity level	powiedz jaki jest poziom wilgotności	powiedz jaki jest poziom wilgotności	1	1
3376	Airconditioner	GetHumidity	give me the humidity level	o o o o o	give me the humidity level	podaj mi jaki jest poziom wilgotności	podaj mi jaki jest poziom wilgotności	1	1
3369	Airconditioner	GetHumidity	show me the humidity	o o o o	show me the humidity	pokaż mi jaki jest poziom wilgotności	pokaż mi jaki jest poziom wilgotności	1	1
3373	Airconditioner	GetHumidity	tell me what's the humidity	o o o o o	tell me what's the humidity	powiedz mi jaki jest poziom wilgotności	powiedz mi jaki jest poziom wilgotności	1	1
3367	Airconditioner	GetHumidity	show the humidity in here	o o o o o	show the humidity in here	pokaż jaki jest poziom wilgotności	pokaż jaki jest poziom wilgotności	1	1
3366	Airconditioner	GetHumidity	check the humidity	o o o	check the humidity	sprawdź poziom wilgotności	sprawdź poziom wilgotności	1	1
3377	Airconditioner	GetHumidity	give me the humidity level in here	o o o o o o o	give me the humidity level in here	podaj mi jaki jest poziom wilgotności	podaj mi jaki jest poziom wilgotności	1	1
3368	Airconditioner	GetHumidity	show the humidity in here	o o o o o	show the humidity in here	pokaż jaki jest poziom wilgotności	pokaż jaki jest poziom wilgotności	1	1
3487	Airconditioner	GetTemperature	it is too hot	o o o o	it is too hot	za gorąco	za gorąco	1	1
3454	Airconditioner	GetTemperature	tell me the temperature on my cooling system	o o o o o o b-av_alias i-av_alias	tell me the temperature on my <a>cooling system<a>	powiedz mi temperaturę na moim <a>systencie chłodzącym<a>	powiedz mi temperaturę na moim systencie chłodzącym	0	1
3463	Airconditioner	GetTemperature	give me temperature on my hvac	o o o o o b-av_alias	give me temperature on my <a>hvac<a>	podaj temperaturę na moim <a>gabinecie<a>	podaj temperaturę na moim gabinecie	0	0
3465	Airconditioner	GetTemperature	give me the temperature on ac	o o o o o b-av_alias	give me the temperature on <a>ac<a>	podaj mi temperaturę na <a>ac<a>	podaj mi temperaturę na ac	1	1
3493	Airconditioner	GetTemperature	it is too chilling	o o o o	it is too chilling	za zrelaksowane	za zrelaksowane	0	1
3475	Airconditioner	GetTemperature	how many celsius degrees are on my heating	o o o o o o o b-av_alias	how many celsius degrees are on my <a>heating<a>	ile stopni celsius jest w moim <a>gabinecie<a>	ile stopni celsius jest w moim gabinecie	0	0
3481	Airconditioner	GetTemperature	what temperature do we have in here according to my hvac	o o o o o o o o o o b-av_alias	what temperature do we have in here according to my <a>hvac<a>	jaka temperatura jest w moim <a>gabinecie<a>	jaka temperatura jest w moim gabinecie	0	0
3444	Airconditioner	GetTemperature	check the temperature on aircon	o o o o b-av_alias	check the temperature on <a>aircon<a>	sprawdź temperaturę na <a>lotnisku<a>	sprawdź temperaturę na lotnisku	0	0
3471	Airconditioner	GetTemperature	measure the temperature on aircon	o o o o b-av_alias	measure the temperature on <a>aircon<a>	zmierzyć temperaturę na <a>lotnisku<a>	zmierzyć temperaturę na lotnisku	0	0
3448	Airconditioner	GetTemperature	show what's the temperature on my cooling system	o o o o o o b-av_alias i-av_alias	show what's the temperature on my <a>cooling system<a>	pokaż jaka jest temperatura w moim <a>systemy chłodniczym<a>	pokaż jaka jest temperatura w moim systemy chłodniczym	0	0
3409	Airconditioner	GetTemperatureFromDevice	tell what's on the bedroom sensor	o o o o b-device_name o	tell what's on the <a>bedroom<a> sensor	powiedz co jest w czujniku <a>sypialni<a>	powiedz co jest w czujniku sypialni	0	1
3408	Airconditioner	GetTemperatureFromDevice	tell what's on the hall sensor	o o o o b-device_name o	tell what's on the <a>hall<a> sensor	powiedz co jest w czujniku <a>korony<a>	powiedz co jest w czujniku korony	0	0
3387	Airconditioner	GetTemperatureFromDevice	check the temperature on the pantry thermostat	o o o o o b-device_name o	check the temperature on the <a>pantry<a> thermostat	sprawdź temperaturę na termostacie w <a>kuchni<a>	sprawdź temperaturę na termostacie w kuchni	0	0
3415	Airconditioner	GetTemperatureFromDevice	tell me what the enterance hall thermostat says	o o o o b-device_name i-device_name o o	tell me what the <a>enterance hall<a> thermostat says	powiedz mi co mówi termostat w <a>gabinecie<a>	powiedz mi co mówi termostat w gabinecie	0	0
3441	Airconditioner	GetTemperatureFromDevice	what's the temperature on my home theater room	o o o o o b-device_name i-device_name i-device_name	what's the temperature on my <a>home theater room<a>	jaka jest temperatura w moim <a>gabinecie<a>	jaka jest temperatura w moim gabinecie	0	0
3388	Airconditioner	GetTemperatureFromDevice	check what's on the reception sensor	o o o o b-device_name o	check what's on the <a>reception<a> sensor	sprawdź czujnik <a>recepcji<a>	sprawdź czujnik recepcji	1	1
3384	Airconditioner	GetTemperatureFromDevice	check the temperature on the adam room sensor	o o o o o b-device_name i-device_name o	check the temperature on the <a>adam room<a> sensor	sprawdź temperaturę na czujniku <a>w salonie<a>	sprawdź temperaturę na czujniku w salonie	0	0
3389	Airconditioner	GetTemperatureFromDevice	check what's on the reception room sensor	o o o o b-device_name i-device_name o	check what's on the <a>reception room<a> sensor	sprawdź czujnik <a>w salonie<a>	sprawdź czujnik w salonie	0	0
3410	Airconditioner	GetTemperatureFromDevice	tell what's on the spa sensor	o o o o b-device_name o	tell what's on the <a>spa<a> sensor	powiedz co jest w czujniku <a>spa<a>	powiedz co jest w czujniku spa	1	1
3429	Airconditioner	GetTemperatureFromDevice	give me the temperature of the reception sensor	o o o o o o b-device_name o	give me the temperature of the <a>reception<a> sensor	podaj mi temperaturę czujnika <a>gabinetu<a>	podaj mi temperaturę czujnika gabinetu	0	0
15529	Wikipedia	GoToElementNumber	display the seventh item in contents	o o o o o o	display the seventh item in contents	wyświetl szóstego elementu ze spisu treści	wyświetl szóstego elementu ze spisu treści	0	1
15431	Wikipedia	GoToElementNumber	navigate to the third element in contents	o o o o o o o	navigate to the third element in contents	przejdź do trzeciego elementu ze spisu treści	przejdź do trzeciego elementu ze spisu treści	1	1
15429	Wikipedia	GoToElementNumber	navigate to the second item from contents	o o o o o o o	navigate to the second item from contents	przejdź do drugiego elementu ze spisu treści	przejdź do drugiego elementu ze spisu treści	1	1
15565	Wikipedia	GoToElementNumber	jump to the fifth item in contents	o o o o o o o	jump to the fifth item in contents	przeskocz do piątego elementu ze spisu treści	przeskocz do piątego elementu ze spisu treści	1	1
15361	Wikipedia	GoToElementNumber	go to sixth element in contents	o o o o o o	go to sixth element in contents	przejdź do szóstego elementu ze spisu treści	przejdź do szóstego elementu ze spisu treści	1	1
15398	Wikipedia	GoToElementNumber	go to the eight element in contents	o o o o o o o	go to the eight element in contents	przejdź do ósmego elementu ze spisu treści	przejdź do ósmego elementu ze spisu treści	1	1
